timestamp,policy,proto,src,dst,src_port,dst_port,path
1778549898.0091207,RL,tcp,10.0.0.1,10.0.0.6,39740,5107,high_bw
1778549898.0102203,RL,tcp,10.0.0.5,10.0.0.1,43694,5108,balanced
1778549898.0132792,RL,tcp,10.0.0.8,10.0.0.3,37756,5110,low_delay
1778549898.0138931,RL,tcp,10.0.0.8,10.0.0.3,40426,5112,high_bw
1778549898.0330648,RL,tcp,10.0.0.1,10.0.0.6,57544,5111,balanced
1778549898.0388942,RL,tcp,10.0.0.8,10.0.0.1,37882,5114,high_bw
1778549898.0456896,RL,tcp,10.0.0.3,10.0.0.5,52166,5113,low_delay
1778549898.04721,RL,tcp,10.0.0.1,10.0.0.8,54228,5115,high_bw
1778549898.0673044,RL,tcp,10.0.0.5,10.0.0.3,36102,5116,balanced
1778549898.0723236,RL,tcp,10.0.0.2,10.0.0.7,37284,5117,high_bw
1778549898.0747397,RL,tcp,10.0.0.6,10.0.0.1,45742,5120,balanced
1778549898.0769913,RL,tcp,10.0.0.7,10.0.0.2,42382,5118,high_bw
1778549898.0800755,RL,tcp,10.0.0.3,10.0.0.8,43306,5119,low_delay
1778549898.08176,RL,tcp,10.0.0.4,10.0.0.6,55124,5121,balanced
1778549898.0981832,RL,tcp,10.0.0.7,10.0.0.4,54922,5122,high_bw
1778549898.1078186,RL,tcp,10.0.0.2,10.0.0.6,41520,5123,balanced
1778549898.1583354,RL,tcp,10.0.0.6,10.0.0.4,47210,5124,high_bw
1778549898.1700928,RL,tcp,10.0.0.1,10.0.0.6,46984,5125,balanced
1778549898.1772406,RL,tcp,10.0.0.3,10.0.0.6,51866,5127,high_bw
1778549898.179649,RL,tcp,10.0.0.8,10.0.0.4,58168,5128,low_delay
1778549898.1802106,RL,tcp,10.0.0.5,10.0.0.4,46114,5126,balanced
1778549898.233416,RL,tcp,10.0.0.8,10.0.0.4,45738,5130,high_bw
1778549898.2389,RL,tcp,10.0.0.4,10.0.0.7,34726,5129,balanced
1778549898.241982,RL,tcp,10.0.0.2,10.0.0.6,42232,5131,low_delay
1778549898.2424967,RL,tcp,10.0.0.8,10.0.0.4,43754,5132,high_bw
1778549898.2652447,RL,tcp,10.0.0.4,10.0.0.6,41922,5133,balanced
1778549898.2661467,RL,tcp,10.0.0.6,10.0.0.4,57838,5134,low_delay
1778549898.267428,RL,tcp,10.0.0.2,10.0.0.5,56688,5135,high_bw
1778549898.2709086,RL,tcp,10.0.0.6,10.0.0.1,39596,5136,balanced
1778549898.3032396,RL,tcp,10.0.0.1,10.0.0.6,45970,5137,high_bw
1778549898.3097062,RL,tcp,10.0.0.5,10.0.0.2,46160,5138,balanced
1778549898.313251,RL,tcp,10.0.0.5,10.0.0.1,37092,5140,low_delay
1778549898.316344,RL,tcp,10.0.0.2,10.0.0.6,34890,5139,high_bw
1778549898.3377235,RL,tcp,10.0.0.1,10.0.0.7,37206,5141,balanced
1778549898.389626,RL,tcp,10.0.0.6,10.0.0.4,33290,5142,high_bw
1778549898.3908172,RL,tcp,10.0.0.4,10.0.0.5,48350,5143,balanced
1778549898.3929186,RL,tcp,10.0.0.5,10.0.0.2,59106,5144,low_delay
1778549898.4100115,RL,tcp,10.0.0.2,10.0.0.5,32958,5145,high_bw
1778549898.4112089,RL,tcp,10.0.0.3,10.0.0.5,39540,5147,balanced
1778549898.4123254,RL,tcp,10.0.0.5,10.0.0.1,45792,5146,low_delay
1778549898.4190595,RL,tcp,10.0.0.3,10.0.0.7,37490,5149,high_bw
1778549898.4238343,RL,tcp,10.0.0.6,10.0.0.4,42764,5148,balanced
1778549898.4383075,RL,tcp,10.0.0.7,10.0.0.2,42020,5150,high_bw
