timestamp,policy,proto,src,dst,src_port,dst_port,path
1778465406.692237,FIFO,tcp,10.0.0.1,10.0.0.6,49678,5075,high_bw
1778465406.7080069,FIFO,tcp,10.0.0.6,10.0.0.3,39318,5076,low_delay
1778465406.7143254,FIFO,tcp,10.0.0.3,10.0.0.5,59288,5073,balanced
1778465406.7214425,FIFO,tcp,10.0.0.3,10.0.0.8,36782,5077,high_bw
1778465406.725109,FIFO,tcp,10.0.0.3,10.0.0.5,37230,5079,low_delay
1778465406.73565,FIFO,tcp,10.0.0.5,10.0.0.1,38390,5078,balanced
1778465406.7383547,FIFO,tcp,10.0.0.7,10.0.0.1,53378,5084,high_bw
1778465406.7396753,FIFO,tcp,10.0.0.6,10.0.0.3,54312,5080,low_delay
1778465406.7420142,FIFO,tcp,10.0.0.4,10.0.0.5,43374,5081,balanced
1778465406.744377,FIFO,tcp,10.0.0.2,10.0.0.8,40328,5083,high_bw
1778465406.746117,FIFO,tcp,10.0.0.2,10.0.0.8,57026,5087,low_delay
1778465406.7509785,FIFO,tcp,10.0.0.7,10.0.0.4,51432,5088,balanced
1778465406.7550282,FIFO,tcp,10.0.0.6,10.0.0.1,45282,5082,high_bw
1778465406.7556727,FIFO,tcp,10.0.0.8,10.0.0.2,32882,5086,low_delay
1778465406.7589734,FIFO,tcp,10.0.0.5,10.0.0.4,54140,5090,balanced
1778465406.7676206,FIFO,tcp,10.0.0.2,10.0.0.5,34476,5085,high_bw
1778465406.769792,FIFO,tcp,10.0.0.2,10.0.0.7,43284,5089,low_delay
1778465406.783946,FIFO,tcp,10.0.0.7,10.0.0.3,41260,5094,balanced
1778465406.7914824,FIFO,tcp,10.0.0.2,10.0.0.6,57070,5091,high_bw
1778465406.7932694,FIFO,tcp,10.0.0.6,10.0.0.2,48940,5092,low_delay
1778465406.8031971,FIFO,tcp,10.0.0.4,10.0.0.7,40494,5093,balanced
1778465406.8132284,FIFO,tcp,10.0.0.3,10.0.0.5,50434,5095,high_bw
1778465406.8414536,FIFO,tcp,10.0.0.7,10.0.0.2,41970,5096,low_delay
