timestamp,policy,proto,src,dst,src_port,dst_port,path
1778546240.0435078,FIFO,tcp,10.0.0.5,10.0.0.1,55792,5108,lower
1778546240.051301,FIFO,tcp,10.0.0.1,10.0.0.5,44608,5109,upper
1778546240.0589654,FIFO,tcp,10.0.0.8,10.0.0.3,57998,5110,lower
1778546240.0603895,FIFO,tcp,10.0.0.1,10.0.0.6,33526,5111,upper
1778546240.0627081,FIFO,tcp,10.0.0.8,10.0.0.3,60798,5112,lower
1778546240.077306,FIFO,tcp,10.0.0.3,10.0.0.5,58926,5113,upper
1778546240.0794115,FIFO,tcp,10.0.0.8,10.0.0.1,59612,5114,lower
1778546240.0912757,FIFO,tcp,10.0.0.1,10.0.0.8,56076,5115,upper
1778546240.1092856,FIFO,tcp,10.0.0.5,10.0.0.3,59338,5116,lower
1778546240.1123736,FIFO,tcp,10.0.0.2,10.0.0.7,36210,5117,upper
1778546240.1140244,FIFO,tcp,10.0.0.3,10.0.0.8,55712,5119,lower
1778546240.1186836,FIFO,tcp,10.0.0.6,10.0.0.1,36108,5120,upper
1778546240.1267536,FIFO,tcp,10.0.0.7,10.0.0.2,54358,5118,lower
1778546240.1312037,FIFO,tcp,10.0.0.4,10.0.0.6,33496,5121,upper
1778546240.141507,FIFO,tcp,10.0.0.7,10.0.0.4,56122,5122,lower
1778546240.1512413,FIFO,tcp,10.0.0.2,10.0.0.6,55208,5123,upper
1778546240.2160873,FIFO,tcp,10.0.0.1,10.0.0.6,43368,5125,lower
1778546240.2349741,FIFO,tcp,10.0.0.5,10.0.0.4,55864,5126,upper
1778546240.259552,FIFO,tcp,10.0.0.3,10.0.0.6,55352,5127,lower
1778546240.2648213,FIFO,tcp,10.0.0.6,10.0.0.4,39324,5124,upper
1778546240.2679582,FIFO,tcp,10.0.0.8,10.0.0.4,34758,5128,lower
1778546240.2867448,FIFO,tcp,10.0.0.8,10.0.0.4,38560,5130,upper
1778546240.2931948,FIFO,tcp,10.0.0.4,10.0.0.7,37562,5129,lower
1778546240.2966626,FIFO,tcp,10.0.0.2,10.0.0.6,59160,5131,upper
1778546240.301127,FIFO,tcp,10.0.0.4,10.0.0.6,34168,5133,lower
1778546240.3193393,FIFO,tcp,10.0.0.2,10.0.0.5,57636,5135,upper
1778546240.3289683,FIFO,tcp,10.0.0.6,10.0.0.1,54564,5136,lower
1778546240.3440132,FIFO,tcp,10.0.0.8,10.0.0.4,54042,5132,upper
1778546240.3508382,FIFO,tcp,10.0.0.6,10.0.0.4,40444,5134,lower
1778546240.3559334,FIFO,tcp,10.0.0.2,10.0.0.6,59276,5139,upper
1778546240.3614035,FIFO,tcp,10.0.0.5,10.0.0.2,58026,5138,lower
1778546240.3636415,FIFO,tcp,10.0.0.1,10.0.0.6,60922,5137,upper
1778546240.38096,FIFO,tcp,10.0.0.5,10.0.0.1,55790,5140,lower
1778546240.4178631,FIFO,tcp,10.0.0.1,10.0.0.7,51312,5141,upper
1778546240.439741,FIFO,tcp,10.0.0.5,10.0.0.2,38548,5144,lower
1778546240.4536653,FIFO,tcp,10.0.0.2,10.0.0.5,47078,5145,upper
1778546240.4576957,FIFO,tcp,10.0.0.5,10.0.0.1,35862,5146,lower
1778546240.461928,FIFO,tcp,10.0.0.3,10.0.0.5,51362,5147,upper
1778546240.4757025,FIFO,tcp,10.0.0.6,10.0.0.4,56758,5142,lower
1778546240.47971,FIFO,tcp,10.0.0.4,10.0.0.5,56016,5143,upper
1778546240.4813435,FIFO,tcp,10.0.0.3,10.0.0.7,54098,5149,lower
1778546240.4846733,FIFO,tcp,10.0.0.6,10.0.0.4,58000,5148,upper
1778546240.4899874,FIFO,tcp,10.0.0.7,10.0.0.2,45842,5150,lower
1778546287.0510895,FIFO,icmp,10.0.0.3,10.0.0.7,,,upper
1778546287.1102793,FIFO,icmp,10.0.0.1,10.0.0.7,,,lower
1778546287.1182027,FIFO,tcp,10.0.0.3,10.0.0.7,39066,5003,upper
1778546287.1570702,FIFO,tcp,10.0.0.1,10.0.0.7,33274,5001,lower
1778546287.1575627,FIFO,icmp,10.0.0.4,10.0.0.7,,,upper
1778546287.1579049,FIFO,icmp,10.0.0.3,10.0.0.5,,,lower
1778546287.1582758,FIFO,icmp,10.0.0.7,10.0.0.1,,,upper
1778546287.1594048,FIFO,icmp,10.0.0.5,10.0.0.4,,,lower
1778546287.1689951,FIFO,icmp,10.0.0.5,10.0.0.4,,,upper
1778546287.1696134,FIFO,tcp,10.0.0.8,10.0.0.3,37548,5010,lower
1778546287.170164,FIFO,tcp,10.0.0.5,10.0.0.4,45464,5008,upper
1778546287.171199,FIFO,tcp,10.0.0.5,10.0.0.4,52928,5004,lower
1778546287.1740623,FIFO,icmp,10.0.0.6,10.0.0.3,,,upper
1778546287.1744916,FIFO,tcp,10.0.0.7,10.0.0.1,49834,5002,lower
1778546287.174975,FIFO,tcp,10.0.0.3,10.0.0.5,46392,5011,upper
1778546287.175384,FIFO,tcp,10.0.0.4,10.0.0.7,55684,5007,lower
1778546287.1757858,FIFO,icmp,10.0.0.4,10.0.0.8,,,upper
1778546287.1763268,FIFO,icmp,10.0.0.1,10.0.0.6,,,lower
1778546287.1767523,FIFO,tcp,10.0.0.4,10.0.0.8,47406,5005,upper
1778546287.1816912,FIFO,tcp,10.0.0.6,10.0.0.3,48600,5006,lower
1778546287.182424,FIFO,icmp,10.0.0.8,10.0.0.3,,,upper
1778546287.1828125,FIFO,tcp,10.0.0.1,10.0.0.6,52706,5009,lower
1778546287.1922402,FIFO,tcp,10.0.0.6,10.0.0.3,55518,5012,upper
1778546287.1958194,FIFO,tcp,10.0.0.4,10.0.0.8,47478,5015,lower
1778546287.2121303,FIFO,icmp,10.0.0.6,10.0.0.4,,,upper
1778546287.2236583,FIFO,tcp,10.0.0.3,10.0.0.7,39034,5013,lower
1778546287.2286086,FIFO,tcp,10.0.0.7,10.0.0.4,38120,5014,upper
1778546287.2305117,FIFO,tcp,10.0.0.1,10.0.0.6,37142,5017,lower
1778546287.2321625,FIFO,tcp,10.0.0.6,10.0.0.4,40694,5016,upper
1778546287.2358735,FIFO,icmp,10.0.0.6,10.0.0.2,,,lower
