timestamp,num_switches,num_flows,feature_extract_ms,inference_ms,rule_install_ms,total_overhead_ms
1777832565.390604,23,25,0.069,0.002,1.202,113.524
1777832566.400675,23,25,0.063,0.002,0.495,112.656
1777832567.4064014,23,25,0.136,0.002,0.412,109.585
1777832568.4148617,23,25,0.055,0.001,0.402,108.836
1777832569.4324534,23,25,0.056,0.002,0.428,111.248
1777832570.4453604,23,25,0.088,0.002,0.54,113.266
1777832571.4530122,23,5,0.037,0.002,0.21,110.163
1777832572.471519,23,5,0.026,0.002,0.117,111.188
1777832573.4869115,23,5,0.022,0.001,0.114,110.328
1777832574.5000925,23,5,0.098,0.002,0.203,112.606
1777832575.507416,23,5,0.027,0.001,0.127,110.2
1777832576.5218315,23,25,0.05,0.002,0.432,112.492
1777832577.5310414,23,25,0.057,0.002,0.486,110.977
1777832578.5400777,23,25,0.05,0.001,0.414,111.638
1777832579.5504558,23,25,0.055,0.002,0.534,110.219
1777832580.564149,23,25,0.06,0.002,0.391,111.482
1777832581.5748813,23,25,0.056,0.002,0.398,110.901
1777832582.592728,23,25,0.061,0.002,0.525,118.26
1777832583.5964336,23,25,0.055,0.002,0.519,111.071
1777832584.6090708,23,25,0.052,0.002,0.403,111.465
1777832585.6222339,23,5,0.05,0.002,0.13,117.091
1777832586.631236,23,5,0.025,0.001,0.14,111.208
1777832587.6474392,23,5,0.024,0.001,0.117,111.031
1777832588.6614735,23,5,0.027,0.001,0.121,116.287
1777832589.6656082,23,5,0.024,0.001,0.118,109.488
1777832590.7004092,23,25,0.041,0.002,0.596,132.843
1777832591.6943407,23,25,0.053,0.002,0.397,109.337
1777832592.7054985,23,25,0.134,0.002,0.474,110.245
1777832593.7159743,23,25,0.054,0.002,0.415,109.483
1777832594.7312667,23,25,0.065,0.002,0.583,112.221
1777832595.7455382,23,25,0.139,0.002,0.507,110.444
1777832596.7560308,23,25,0.185,0.002,0.4,108.677
1777832597.7663147,23,25,0.055,0.002,0.401,108.801
1777832598.7784088,23,25,0.059,0.002,0.52,109.782
1777832599.7925987,23,25,0.078,0.002,0.396,114.469
1777832600.804327,23,5,0.047,0.002,0.124,118.048
1777832601.8094995,23,5,0.029,0.001,0.128,110.11
1777832602.8308568,23,5,0.023,0.002,0.116,122.393
1777832603.8281446,23,5,0.025,0.001,0.213,109.427
1777832604.8402848,23,5,0.027,0.001,0.123,110.43
1777832605.8463614,23,25,0.046,0.002,0.492,108.294
1777832606.8583138,23,25,0.058,0.002,0.531,109.716
1777832607.871514,23,25,0.187,0.002,0.413,111.772
1777832608.8874276,23,25,0.058,0.002,0.518,112.164
1777832609.891385,23,25,0.05,0.002,0.557,108.489
1777832610.911219,23,25,0.06,0.002,0.591,112.74
1777832611.9197729,23,25,0.055,0.002,0.401,110.463
1777832612.9303389,23,25,0.053,0.001,0.715,110.477
1777832613.9396029,23,25,0.071,0.003,0.446,110.222
1777832614.9547722,23,25,0.057,0.002,0.39,116.85
1777832615.955957,23,25,0.055,0.002,0.539,109.041
1777832616.96746,23,25,0.055,0.002,0.484,109.855
1777832617.9854648,23,25,0.141,0.002,0.409,111.633
1777832618.9929314,23,25,0.066,0.002,0.396,109.407
1777832620.007539,23,25,0.063,0.074,0.407,110.612
1777832621.0165148,23,25,0.054,0.002,0.4,108.368
1777832622.0302706,23,25,0.055,0.002,0.52,110.742
1777832623.041941,23,25,0.051,0.002,0.408,107.638
1777832624.0520778,23,25,0.057,0.002,0.393,107.515
1777832625.0634677,23,25,0.059,0.002,0.664,109.417
1777832626.0769799,23,5,0.041,0.001,0.125,110.281
1777832627.0958803,23,5,0.032,0.002,0.129,113.259
1777832628.1094053,23,5,0.028,0.001,0.122,112.576
1777832629.1188304,23,5,0.026,0.002,0.121,110.594
1777832630.1257427,23,5,0.023,0.001,0.122,107.733
1777832631.1427786,23,25,0.044,0.001,0.396,112.119
1777832632.1606543,23,25,0.058,0.002,0.417,112.479
1777832633.167904,23,25,0.055,0.002,0.405,110.186
1777832634.1835015,23,25,0.239,0.002,0.495,118.407
1777832635.193876,23,25,0.055,0.001,0.391,111.191
1777832636.2008278,23,25,0.05,0.002,0.536,108.664
1777832637.2181828,23,25,0.062,0.002,0.753,117.271
1777832638.2218623,23,25,0.057,0.002,0.384,110.101
1777832639.2331743,23,25,0.068,0.002,0.666,110.644
1777832640.2513034,23,25,0.067,0.002,0.634,112.411
1777832641.2572272,23,25,0.062,0.002,0.408,109.989
1777832642.2716846,23,25,0.06,0.001,0.415,109.873
1777832643.2897465,23,25,0.057,0.001,0.499,110.458
1777832644.304622,23,25,0.055,0.002,0.394,117.889
1777832645.3144057,23,25,0.058,0.002,0.486,111.857
1777832646.324224,23,25,0.06,0.002,0.563,111.514
1777832647.3390167,23,25,0.058,0.002,0.532,110.514
1777832648.3497484,23,25,0.057,0.002,0.395,109.688
1777832649.363373,23,25,0.062,0.002,0.501,112.255
1777832650.3745956,23,25,0.058,0.001,0.384,112.247
1777832651.3792002,23,5,0.041,0.002,0.25,109.043
1777832652.3958387,23,5,0.029,0.001,0.24,111.845
1777832653.4055548,23,5,0.026,0.001,0.123,110.88
1777832654.4171703,23,5,0.105,0.002,0.128,110.233
1777832655.4260547,23,5,0.036,0.001,0.127,109.52
1777832656.4437096,23,25,0.141,0.002,0.484,110.384
1777832657.4636145,23,25,0.055,0.001,0.517,111.677
1777832658.475705,23,25,0.062,0.002,0.403,111.576
1777832659.4873397,23,25,0.066,0.002,0.395,115.801
1777832660.5001314,23,25,0.055,0.001,0.598,111.93
1777832661.5074015,23,25,0.052,0.001,0.534,109.205
1777832662.520995,23,25,0.053,0.002,0.513,107.885
1777832663.5353928,23,25,0.052,0.002,0.511,111.746
1777832664.562016,23,25,0.054,0.002,0.417,130.898
1777832665.5573106,23,25,0.065,0.002,0.392,116.71
1777832666.5617118,23,25,0.064,0.002,0.526,110.628
1777832667.5718122,23,25,0.058,0.002,0.398,111.125
1777832668.5769756,23,25,0.053,0.001,0.395,108.341
1777832669.592421,23,25,0.166,0.003,0.402,110.298
1777832670.607029,23,25,0.055,0.001,0.599,117.326
1777832671.6120887,23,25,0.148,0.002,0.543,110.411
1777832672.6251214,23,25,0.054,0.001,0.502,110.869
1777832673.6351225,23,25,0.054,0.002,0.395,109.544
1777832674.64552,23,25,0.153,0.002,0.412,110.169
1777832675.657664,23,25,0.055,0.002,0.392,110.38
1777832676.6729667,23,25,0.05,0.001,0.418,118.31
1777832677.6804535,23,25,0.174,0.002,0.532,110.462
1777832678.697346,23,25,0.052,0.002,0.548,110.735
1777832679.704304,23,25,0.053,0.001,0.416,108.546
1777832680.722454,23,25,0.067,0.002,0.53,112.198
1777832681.7345996,23,25,0.056,0.001,0.414,113.466
1777832682.7413373,23,25,0.062,0.002,0.604,110.462
1777832683.7541194,23,25,0.057,0.001,0.536,111.832
1777832684.766086,23,25,0.053,0.002,0.423,109.336
1777832685.7834427,23,25,0.059,0.002,0.395,112.192
1777832686.7917545,23,5,0.037,0.001,0.119,109.155
1777832687.7978005,23,5,0.023,0.001,0.192,108.137
1777832688.806513,23,5,0.028,0.001,0.125,108.978
1777832689.8180242,23,5,0.028,0.002,0.121,112.477
1777832690.8285403,23,5,0.028,0.002,0.129,112.058
1777832691.8404055,23,25,0.044,0.001,0.512,112.437
1777832692.8462763,23,25,0.061,0.002,0.407,110.214
1777832693.8638616,23,25,0.06,0.002,0.489,110.95
1777832694.8771198,23,25,0.114,0.002,0.727,111.315
1777832695.8834088,23,25,0.061,0.001,0.538,109.19
1777832696.8931408,23,25,0.055,0.001,0.613,109.832
1777832697.902165,23,25,0.055,0.001,0.423,108.122
1777832698.9186225,23,25,0.051,0.001,0.397,111.202
1777832699.9363244,23,25,0.057,0.002,0.592,111.004
1777832700.94427,23,25,0.067,0.002,0.623,109.975
1777832701.954478,23,25,0.05,0.002,0.531,109.3
1777832702.9636636,23,25,0.052,0.002,0.402,108.267
1777832703.9777493,23,25,0.058,0.002,0.486,110.606
1777832704.9929662,23,25,0.053,0.001,0.396,111.831
1777832706.0012453,23,25,0.055,0.001,0.59,109.981
1777832707.0194604,23,25,0.134,0.002,0.408,110.771
1777832708.0371985,23,25,0.047,0.002,0.391,114.454
1777832709.0467343,23,25,0.057,0.002,0.516,113.975
1777832710.0562363,23,25,0.057,0.002,0.585,110.781
1777832711.0661728,23,25,0.053,0.002,0.499,110.304
1777832712.0832298,23,25,0.051,0.002,0.545,110.206
1777832713.1015682,23,25,0.063,0.002,0.514,112.964
1777832714.1118505,23,25,0.066,0.002,0.513,112.491
1777832715.1167583,23,25,0.062,0.002,0.408,109.623
1777832716.128196,23,25,0.152,0.002,0.574,110.837
1777832717.1441646,23,25,0.06,0.002,0.628,111.507
1777832718.1555545,23,25,0.069,0.002,0.407,110.613
1777832719.1663857,23,25,0.054,0.002,0.697,110.193
1777832720.180496,23,25,0.055,0.001,0.507,108.523
1777832721.2147412,23,5,0.031,0.002,0.112,129.176
1777832722.2019928,23,5,0.025,0.001,0.119,108.524
1777832723.2185435,23,5,0.027,0.001,0.121,109.98
1777832724.2358234,23,5,0.029,0.001,0.125,118.583
1777832725.2404966,23,5,0.028,0.001,0.124,111.008
1777832726.2484167,23,25,0.043,0.002,0.534,109.845
1777832727.2666657,23,25,0.055,0.002,0.399,110.065
1777832728.2805955,23,25,0.059,0.002,0.418,116.159
1777832729.286657,23,25,0.066,0.003,0.51,111.56
1777832730.2970974,23,25,0.082,0.003,0.551,113.609
1777832731.3059845,23,25,0.146,0.002,0.423,109.788
1777832732.3208835,23,25,0.052,0.001,0.39,108.839
1777832733.330517,23,25,0.141,0.002,0.399,109.528
1777832734.3393955,23,25,0.059,0.002,0.405,108.697
1777832735.3649712,23,25,0.054,0.001,0.381,116.991
1777832736.3764231,23,5,0.037,0.002,0.122,110.884
1777832737.3976305,23,5,0.031,0.002,0.125,116.65
1777832738.4123304,23,5,0.026,0.001,0.118,113.892
1777832739.423367,23,5,0.032,0.002,0.126,112.809
1777832740.436775,23,5,0.033,0.001,0.178,109.273
1777832741.459727,23,25,0.051,0.002,0.548,116.808
1777832742.471283,23,25,0.058,0.002,0.502,111.056
1777832743.484623,23,25,0.057,0.001,0.439,112.287
1777832744.497242,23,25,0.069,0.002,0.677,117.575
1777832745.500431,23,25,0.085,0.003,0.546,111.329
1777832746.5157762,23,25,0.061,0.002,0.408,111.237
1777832747.527197,23,25,0.059,0.002,0.516,111.578
1777832748.5354912,23,25,0.154,0.002,0.424,110.263
1777832749.542083,23,25,0.051,0.001,0.536,108.679
1777832750.5531573,23,25,0.102,0.003,0.692,111.543
1777832751.578558,23,25,0.076,0.002,0.441,118.751
1777832752.5856688,23,25,0.055,0.001,0.396,110.023
1777832753.603969,23,25,0.055,0.002,0.39,111.299
1777832754.6172056,23,25,0.056,0.001,0.545,112.505
1777832755.6251404,23,25,0.072,0.002,0.701,111.062
1777832756.6418417,23,25,0.055,0.002,0.383,111.735
1777832757.6512933,23,25,0.053,0.002,0.682,109.857
1777832758.6640143,23,25,0.055,0.002,0.429,110.988
1777832759.6696434,23,25,0.068,0.002,0.435,108.026
1777832760.6820123,23,25,0.07,0.002,0.464,110.893
1777832761.7000072,23,25,0.053,0.002,0.408,112.412
1777832762.7069323,23,25,0.056,0.002,0.476,110.469
1777832763.7203941,23,25,0.051,0.001,0.414,116.135
1777832764.725259,23,25,0.058,0.002,0.697,110.682
1777832765.736228,23,25,0.053,0.001,0.409,114.337
1777832766.7403877,23,25,0.185,0.002,0.4,109.085
1777832767.752972,23,25,0.058,0.001,0.489,110.82
1777832768.7680123,23,25,0.049,0.002,0.371,118.003
1777832769.7735116,23,25,0.227,0.002,0.49,111.918
1777832770.778624,23,25,0.051,0.001,0.409,108.832
1777832771.7968655,23,25,0.06,0.002,0.411,119.211
1777832772.7977293,23,25,0.054,0.002,0.397,109.181
1777832773.8048487,23,25,0.063,0.002,0.426,108.196
1777832774.823742,23,25,0.056,0.002,0.428,117.974
1777832775.8255801,23,25,0.06,0.002,0.404,109.522
1777832776.8374498,23,25,0.057,0.002,0.421,110.365
1777832777.8495662,23,25,0.054,0.002,0.766,111.73
1777832778.8567019,23,25,0.054,0.001,0.428,109.64
1777832779.8650088,23,25,0.054,0.002,0.539,109.298
1777832780.8912418,23,25,0.048,0.002,0.511,124.609
1777832781.8927019,23,25,0.053,0.002,0.42,111.276
1777832782.902539,23,25,0.176,0.002,0.43,110.169
1777832783.9153204,23,25,0.053,0.002,0.393,115.578
1777832784.920387,23,25,0.049,0.002,0.555,109.977
1777832785.9389584,23,25,0.166,0.002,0.412,110.708
1777832786.9663074,23,25,0.051,0.002,0.397,127.543
1777832787.9637556,23,25,0.14,0.002,0.399,107.804
1777832788.978135,23,25,0.119,0.002,0.405,110.638
1777832789.9869597,23,25,0.054,0.002,0.422,109.799
1777832791.0021482,23,25,0.058,0.002,0.543,112.427
1777832792.0062246,23,25,0.051,0.001,0.517,108.633
1777832793.021748,23,25,0.163,0.002,0.394,110.224
1777832794.035263,23,25,0.146,0.002,0.624,111.06
1777832795.0525491,23,25,0.052,0.001,0.454,117.168
1777832796.0582552,23,25,0.055,0.002,0.559,112.05
1777832797.061986,23,25,0.252,0.002,0.46,108.941
1777832798.078285,23,25,0.056,0.002,0.51,112.493
1777832799.088705,23,25,0.052,0.002,0.419,112.011
1777832800.0926414,23,25,0.052,0.002,0.402,108.488
1777832801.1043994,23,25,0.247,0.001,0.533,110.972
1777832802.11436,23,25,0.057,0.002,0.392,110.579
1777832803.12076,23,25,0.054,0.002,0.426,108.334
1777832804.1365557,23,25,0.055,0.002,0.398,108.958
1777832805.1518724,23,25,0.067,0.002,0.539,109.638
1777832806.1636496,23,25,0.055,0.002,0.407,112.44
1777832807.1724963,23,25,0.06,0.002,0.703,109.824
1777832808.1824439,23,25,0.054,0.002,0.577,109.875
1777832809.1985328,23,25,0.068,0.001,0.412,112.463
1777832810.2095733,23,25,0.076,0.13,0.528,111.371
1777832811.218269,23,5,0.042,0.002,0.121,108.792
1777832812.2413096,23,5,0.025,0.001,0.116,123.551
1777832813.2443109,23,5,0.215,0.002,0.134,110.38
1777832814.2548125,23,5,0.028,0.002,0.125,109.697
1777832815.2661061,23,5,0.104,0.002,0.314,111.835
1777832816.2821777,23,25,0.042,0.001,0.515,112.028
1777832817.2936544,23,25,0.165,0.002,0.445,112.206
1777832818.3276496,23,25,0.047,0.002,0.387,130.466
1777832819.3220472,23,25,0.057,0.002,0.519,112.66
1777832820.3318188,23,25,0.052,0.001,0.417,111.575
1777832821.3457642,23,25,0.054,0.002,0.393,116.582
1777832822.352735,23,25,0.059,0.001,0.512,111.589
1777832823.362043,23,25,0.054,0.002,0.39,110.126
1777832824.3745666,23,25,0.053,0.001,0.505,111.34
1777832825.388766,23,25,0.174,0.001,0.399,110.365
1777832826.397277,23,5,0.041,0.002,0.303,110.61
1777832827.4059823,23,5,0.023,0.001,0.118,108.365
1777832828.4199352,23,5,0.028,0.002,0.124,110.976
1777832829.4274318,23,5,0.023,0.002,0.131,109.215
1777832830.441914,23,5,0.023,0.001,0.116,108.5
1777832831.4544277,23,25,0.14,0.002,0.391,109.804
1777832832.4612157,23,25,0.063,0.002,0.522,109.513
1777832833.4813752,23,25,0.063,0.002,0.542,112.209
1777832834.4903774,23,25,0.164,0.002,0.738,110.656
1777832835.5020785,23,25,0.054,0.001,0.491,111.35
1777832836.5146706,23,25,0.054,0.001,0.395,111.276
1777832837.5191147,23,25,0.058,0.002,0.547,108.763
1777832838.5328221,23,25,0.096,0.003,0.438,111.526
1777832839.5453389,23,25,0.065,0.001,0.526,112.082
1777832840.5556612,23,25,0.163,0.002,0.501,110.781
1777832841.5651336,23,25,0.062,0.002,0.597,110.287
1777832842.5948014,23,25,0.055,0.002,0.409,132.173
1777832843.5806293,23,25,0.061,0.001,0.411,109.225
1777832844.6007726,23,25,0.061,0.002,0.404,112.697
1777832845.6102467,23,25,0.054,0.001,0.51,111.184
1777832846.629235,23,25,0.061,0.002,0.534,113.961
1777832847.6378918,23,25,0.054,0.002,0.382,111.377
1777832848.6538663,23,25,0.057,0.001,0.563,112.144
1777832849.667895,23,25,0.06,0.002,0.43,112.365
1777832850.6740868,23,25,0.062,0.002,0.594,109.963
1777832851.6818767,23,5,0.045,0.002,0.127,108.531
1777832852.6986508,23,5,0.025,0.001,0.118,115.958
1777832853.7032506,23,5,0.023,0.001,0.119,110.96
1777832854.7094488,23,5,0.022,0.001,0.12,108.14
1777832855.7317946,23,5,0.023,0.001,0.11,115.444
1777832856.7377527,23,25,0.038,0.001,0.396,110.407
1777832857.7446556,23,25,0.06,0.002,0.472,108.723
1777832858.7616735,23,25,0.056,0.001,0.403,111.166
1777832859.7697704,23,25,0.051,0.002,0.419,108.386
1777832860.7823808,23,25,0.055,0.002,0.508,111.254
1777832861.7901595,23,25,0.053,0.002,0.388,109.733
1777832862.7983408,23,25,0.052,0.001,0.566,110.432
1777832863.808701,23,25,0.156,0.003,0.51,111.66
1777832864.8241174,23,25,0.071,0.001,0.652,116.045
1777832865.8264036,23,25,0.057,0.002,0.412,111.086
1777832866.856521,23,25,0.047,0.001,0.415,131.414
1777832867.8448217,23,25,0.055,0.002,0.386,110.585
1777832868.8657627,23,25,0.057,0.001,0.397,116.666
1777832869.8674939,23,25,0.069,0.002,0.41,110.622
1777832870.8794947,23,25,0.057,0.002,0.397,112.781
1777832871.891095,23,25,0.052,0.002,0.382,114.15
1777832872.8933747,23,25,0.052,0.002,0.389,109.547
1777832873.908594,23,25,0.055,0.001,0.39,114.161
1777832874.9085114,23,25,0.059,0.002,0.425,108.289
1777832875.9191058,23,25,0.068,0.002,0.384,110.476
1777832876.9268186,23,25,0.059,0.002,0.385,110.485
1777832877.93551,23,25,0.074,0.002,0.423,108.232
1777832878.969212,23,25,0.057,0.001,0.41,115.563
1777832879.9807324,23,25,0.057,0.002,0.403,114.222
1777832880.9853337,23,25,0.069,0.001,0.512,109.396
1777832882.0018368,23,25,0.058,0.002,0.496,111.133
1777832883.0088584,23,25,0.053,0.002,0.398,109.426
1777832884.0198057,23,25,0.158,0.002,0.404,109.542
1777832885.035697,23,25,0.052,0.002,0.394,115.993
1777832886.0490837,23,25,0.08,0.002,0.754,111.584
1777832887.065449,23,5,0.039,0.002,0.117,117.2
1777832888.0704312,23,5,0.023,0.001,0.196,110.721
1777832889.0816007,23,5,0.032,0.002,0.123,111.172
1777832890.0918791,23,5,0.023,0.002,0.119,110.004
1777832891.1087792,23,5,0.024,0.002,0.122,111.026
1777832892.119407,23,25,0.039,0.001,0.432,111.003
1777832893.1298106,23,25,0.161,0.001,0.39,110.775
1777832894.1460738,23,25,0.051,0.002,0.705,115.855
1777832895.1563714,23,25,0.054,0.002,0.517,111.573
1777832896.1672595,23,25,0.056,0.002,0.66,111.302
1777832897.1828263,23,25,0.062,0.002,0.547,118.733
1777832898.1927004,23,25,0.063,0.002,0.401,112.118
1777832899.203905,23,25,0.064,0.002,0.409,112.427
1777832900.215685,23,25,0.079,0.002,0.4,111.875
1777832901.2275376,23,25,0.06,0.002,0.406,111.075
1777832902.2394948,23,25,0.06,0.002,0.588,111.234
1777832903.2489018,23,25,0.058,0.001,0.407,108.828
1777832904.26748,23,25,0.064,0.002,0.512,111.526
1777832905.2799885,23,25,0.051,0.002,0.5,111.447
1777832906.2931485,23,25,0.147,0.002,0.55,111.469
1777832907.3056774,23,25,0.065,0.001,0.394,115.558
1777832908.310918,23,25,0.063,0.002,0.526,109.904
1777832909.3272626,23,25,0.071,0.002,0.516,112.251
1777832910.3432324,23,25,0.084,0.003,0.425,111.55
1777832911.358025,23,25,0.056,0.002,0.599,118.675
1777832912.3623044,23,25,0.066,0.002,0.592,111.594
1777832913.378697,23,25,0.057,0.001,0.408,109.7
1777832914.3954062,23,25,0.141,0.002,0.401,115.0
1777832915.4042742,23,25,0.051,0.002,0.397,109.132
1777832916.4173324,23,25,0.062,0.001,0.407,111.977
1777832917.4249644,23,25,0.062,0.003,0.691,109.304
1777832918.4408178,23,25,0.052,0.001,0.387,118.329
1777832919.4432702,23,25,0.055,0.002,0.403,109.136
1777832920.4519002,23,25,0.059,0.002,0.401,109.113
1777832921.4663439,23,25,0.063,0.002,0.791,111.653
1777832922.477203,23,5,0.038,0.001,0.121,110.82
1777832923.4838865,23,5,0.024,0.001,0.126,108.352
1777832924.4993985,23,5,0.029,0.001,0.126,112.854
1777832925.5067272,23,5,0.026,0.001,0.122,108.602
1777832926.5169563,23,25,0.041,0.001,0.504,108.474
1777832927.529894,23,25,0.053,0.002,0.389,112.476
1777832928.5331342,23,25,0.056,0.001,0.522,108.391
1777832929.54662,23,25,0.059,0.002,0.409,111.207
1777832930.5598152,23,25,0.056,0.002,0.407,110.563
1777832931.569896,23,25,0.057,0.002,0.555,109.366
1777832932.5870175,23,25,0.058,0.002,0.401,108.905
1777832933.6046681,23,25,0.055,0.002,0.396,111.703
1777832934.6173534,23,25,0.057,0.002,0.603,110.672
1777832935.6324627,23,25,0.152,0.002,0.407,118.431
1777832936.6310956,23,5,0.041,0.002,0.138,107.866
1777832937.6461084,23,5,0.023,0.001,0.221,111.132
1777832938.6614146,23,5,0.025,0.001,0.115,118.159
1777832939.6660857,23,5,0.026,0.001,0.329,111.086
1777832940.6774101,23,5,0.024,0.002,0.119,110.753
1777832941.6884162,23,25,0.044,0.001,0.525,110.475
1777832942.7052472,23,25,0.087,0.003,0.427,113.544
1777832943.7117324,23,25,0.065,0.002,0.415,110.858
1777832944.7190905,23,25,0.061,0.002,0.542,110.453
1777832945.7326314,23,25,0.062,0.002,0.428,112.513
1777832946.7419045,23,25,0.066,0.002,0.413,111.372
1777832947.7628305,23,25,0.062,0.001,0.404,115.301
1777832948.767564,23,25,0.068,0.002,0.599,110.143
1777832949.780315,23,25,0.075,0.003,0.448,108.843
1777832950.8200204,23,25,0.099,0.002,0.454,118.646
1777832951.828548,23,25,0.064,0.002,0.404,111.991
1777832952.8362384,23,25,0.174,0.002,0.558,111.508
1777832953.84425,23,25,0.118,0.002,0.664,110.736
1777832954.8591423,23,25,0.056,0.002,0.657,111.773
1777832955.9337916,23,25,0.075,0.002,0.402,114.301
1777832956.9371023,23,25,0.061,0.002,0.415,110.51
1777832957.942492,23,25,0.064,0.002,0.404,109.182
1777832958.957757,23,25,0.063,0.002,0.393,112.747
1777832959.9747589,23,25,0.067,0.002,0.401,112.15
1777832960.9871624,23,25,0.053,0.002,0.714,112.306
1777832962.0208745,23,5,0.042,0.001,0.136,111.604
1777832963.0261025,23,5,0.026,0.001,0.124,109.113
1777832964.0420759,23,5,0.025,0.001,0.123,111.667
1777832965.0581434,23,5,0.03,0.001,0.276,118.936
1777832966.0606756,23,5,0.036,0.002,0.142,110.49
1777832967.077972,23,25,0.063,0.002,0.4,118.068
1777832968.0818942,23,25,0.056,0.002,0.396,110.685
1777832969.0918787,23,25,0.056,0.002,0.399,113.636
1777832970.101339,23,25,0.058,0.002,0.612,115.78
1777832971.1014361,23,25,0.06,0.002,0.405,109.007
1777832972.114586,23,25,0.054,0.002,0.387,110.703
1777832973.1289372,23,25,0.053,0.002,0.526,111.903
1777832974.1352198,23,25,0.055,0.002,0.391,108.758
1777832975.1506596,23,25,0.055,0.001,0.408,115.962
1777832976.159604,23,25,0.067,0.002,0.42,112.89
1777832977.184214,23,25,0.065,0.002,0.715,118.148
1777832978.1873758,23,25,0.053,0.002,0.41,113.521
1777832979.196935,23,25,0.055,0.002,0.411,116.327
1777832980.2032025,23,25,0.062,0.002,0.593,110.885
1777832981.2164419,23,25,0.062,0.002,0.394,116.448
1777832982.218449,23,25,0.06,0.002,0.409,108.968
1777832983.2391813,23,25,0.062,0.002,0.674,112.655
1777832984.2501707,23,25,0.061,0.002,0.402,111.02
1777832985.2599344,23,25,0.059,0.002,0.491,110.547
1777832986.273373,23,25,0.058,0.002,0.605,111.027
1777832987.2832294,23,5,0.045,0.002,0.129,109.665
1777832988.293137,23,5,0.026,0.002,0.21,109.526
1777832989.3050537,23,5,0.028,0.002,0.225,110.854
1777832990.3238182,23,5,0.031,0.002,0.134,112.063
1777832991.3280742,23,5,0.029,0.001,0.132,109.526
1777832992.3415868,23,25,0.041,0.002,0.4,115.871
1777832993.345167,23,25,0.064,0.002,0.527,109.95
1777832994.3582578,23,25,0.055,0.002,0.57,111.96
1777832995.3645678,23,25,0.062,0.001,0.394,109.452
1777832996.372686,23,25,0.057,0.002,0.423,109.926
1777832997.3966937,23,25,0.052,0.001,0.391,111.611
1777832998.4110472,23,25,0.056,0.001,0.393,111.111
1777832999.426129,23,25,0.065,0.002,0.393,108.815
1777833000.4371622,23,25,0.055,0.002,0.568,110.74
1777833001.4504507,23,25,0.067,0.002,0.501,115.775
1777833002.4580631,23,25,0.054,0.001,0.391,108.408
1777833003.4719434,23,25,0.053,0.002,0.4,110.742
1777833004.4859018,23,25,0.054,0.001,0.415,114.34
1777833005.4958189,23,25,0.059,0.002,0.393,110.76
1777833006.52306,23,25,0.117,0.003,0.727,123.132
1777833007.5241253,23,25,0.063,0.002,0.544,111.984
1777833008.5359728,23,25,0.065,0.002,0.535,113.11
1777833009.5473568,23,25,0.071,0.002,0.573,111.553
1777833010.5542495,23,25,0.058,0.002,0.6,108.625
1777833011.5692396,23,25,0.06,0.002,0.397,111.785
1777833012.580409,23,25,0.07,0.002,0.518,111.775
1777833013.59383,23,25,0.054,0.001,0.397,118.006
1777833014.597758,23,25,0.052,0.002,0.437,110.867
1777833015.6153443,23,25,0.064,0.002,0.418,110.893
1777833016.6258128,23,25,0.064,0.002,0.414,109.831
1777833017.64069,23,25,0.055,0.001,0.396,112.107
1777833018.6460676,23,25,0.101,0.002,0.574,108.812
1777833019.6670668,23,25,0.079,0.002,0.511,112.9
1777833020.6771693,23,25,0.056,0.011,0.521,111.933
1777833021.6921842,23,25,0.057,0.002,0.392,115.634
1777833022.6930575,23,5,0.041,0.002,0.12,108.061
1777833023.7008553,23,5,0.023,0.002,0.118,108.126
1777833024.715213,23,5,0.03,0.002,0.261,111.072
1777833025.7205412,23,5,0.026,0.001,0.124,107.742
1777833026.735872,23,5,0.022,0.001,0.099,111.752
1777833027.7400136,23,25,0.045,0.002,0.586,108.398
1777833028.7534308,23,25,0.052,0.002,0.585,110.291
1777833029.7613297,23,25,0.066,0.002,0.582,109.739
1777833030.7705092,23,25,0.062,0.002,0.425,109.866
1777833031.7791367,23,25,0.075,0.002,0.523,110.375
1777833032.8018694,23,25,0.062,0.002,0.392,117.959
1777833033.8060038,23,25,0.053,0.002,0.393,109.668
1777833034.820494,23,25,0.149,0.002,0.439,112.412
1777833035.8286295,23,25,0.07,0.002,0.414,110.156
1777833036.850673,23,25,0.063,0.002,0.544,116.023
1777833037.8582919,23,25,0.08,0.002,0.443,111.038
1777833038.8677742,23,25,0.057,0.002,0.516,110.571
1777833039.8868585,23,25,0.055,0.002,0.408,111.856
1777833040.900527,23,25,0.063,0.002,0.405,112.126
1777833041.9096324,23,25,0.06,0.001,0.4,110.839
1777833042.9195564,23,25,0.127,0.002,0.4,109.95
1777833043.9333534,23,25,0.075,0.003,0.65,112.094
1777833044.9522405,23,25,0.061,0.002,0.562,112.517
1777833045.9663868,23,25,0.071,0.001,0.526,111.633
1777833046.9703953,23,5,0.041,0.002,0.121,108.325
1777833047.9815118,23,5,0.025,0.001,0.121,108.828
1777833048.9908028,23,5,0.023,0.001,0.117,108.452
1777833050.0115504,23,5,0.025,0.001,0.118,111.63
1777833051.021572,23,5,0.024,0.001,0.117,110.364
1777833052.030203,23,25,0.051,0.002,0.545,109.637
1777833053.0439947,23,25,0.055,0.002,0.407,112.137
1777833054.0519407,23,25,0.055,0.002,0.398,110.312
1777833055.061262,23,25,0.058,0.002,0.398,108.32
